Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
,CQ0VG,145.6375,-,0.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60fb - ARBB,,,,
,CQ0UG,439.1000,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN60fb - ARBB,,,,
,CQ0VCO,145.6875,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN60bt - ARBA,,,,
,CQ0VSE,145.6000,-,0.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60eh - ARBA,,,,
,CQ0VAR,145.7250,-,0.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN50ts - ARBA,,,,
,CQ0UMU,438.9750,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60aq - ARBA,,,,
,CQ0USDV,438.9000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59ib - ARBA,,,,
,CQ0USE,438.8250,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60eh - ARBA,,,,
,CQ0USJ,439.1250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51se - ARBA,,,,
,CQ0UBA,439.2750,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51te - ARBA,,,,
,CQ0VMA,145.6500,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61bf - ARBA,,,,
,CQ0VBA,145.7625,-,0.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN51te - ARBA,,,,
,CQ0UES,439.0500,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60eh - ARBA,,,,
,CQ0VAN,145.7125,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61nr - AARN,,,,
,CQ0VAL,145.7375,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51vt - AARN,,,,
,CQ0UMAR,438.8250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57qh - ARSUL,,,,
,CQ0UBLA,439.1250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57re - ARSUL,,,,
